Year,Wellbeing measure,Wellbeing measure category,Demographic,Demographic category,Type,Estimate(percent),Absolute sampling error (percentage points),Flag
2014,Self-rated general health status,Excellent,Region,Bay of Plenty,Proportions,19.9, 3.7,
2014,Self-rated general health status,Excellent,Region,Gisborne/Hawke's Bay,Proportions,22.0, 5.1,
2014,Self-rated general health status,Excellent,Region,Taranaki,Proportions,23.2, 5.6,
2014,Self-rated general health status,Excellent,Region,Manawatū-Whanganui,Proportions,18.1, 4.5,
2014,Self-rated general health status,Excellent,Region,Wellington,Proportions,18.3, 3.9,
2014,Self-rated general health status,Excellent,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,20.6, 5.2,
2014,Self-rated general health status,Excellent,Region,Canterbury,Proportions,22.0, 2.9,
2014,Self-rated general health status,Excellent,Region,Otago,Proportions,17.4, 4.1,
2014,Self-rated general health status,Excellent,Region,Southland,Proportions,25.8, 5.8,
2016,Self-rated general health status,Excellent,Total population,Total population,Proportions,19.1, 1.2,
2016,Self-rated general health status,Excellent,Life stage (years),15-24 years,Proportions,24.7, 3.7,
2016,Self-rated general health status,Excellent,Life stage (years),25-44 years,Proportions,21.5, 1.9,
2016,Self-rated general health status,Excellent,Life stage (years),45-64 years,Proportions,17.8, 1.7,
2016,Self-rated general health status,Excellent,Life stage (years),65 years and over,Proportions,11.5, 1.7,
2016,Self-rated general health status,Excellent,Age group (years),15-24 years,Proportions,24.7, 3.7,
2016,Self-rated general health status,Excellent,Age group (years),25-34 years,Proportions,24.6, 3.0,
2016,Self-rated general health status,Excellent,Age group (years),35-44 years,Proportions,18.1, 2.5,
2016,Self-rated general health status,Excellent,Age group (years),45-54 years,Proportions,19.1, 2.5,
2016,Self-rated general health status,Excellent,Age group (years),55-64 years,Proportions,16.2, 2.7,
2016,Self-rated general health status,Excellent,Age group (years),65-74 years,Proportions,13.2, 2.5,
2016,Self-rated general health status,Excellent,Age group (years),75 years and over,Proportions, 8.9, 2.4,
2016,Self-rated general health status,Excellent,Sex,Male,Proportions,19.2, 1.7,
2016,Self-rated general health status,Excellent,Sex,Female,Proportions,19.0, 1.6,
2016,Self-rated general health status,Excellent,Labour force status,Employed,Proportions,20.1, 1.4,
2016,Self-rated general health status,Excellent,Labour force status,Unemployed,Proportions,22.7, 7.0,*
2016,Self-rated general health status,Excellent,Labour force status,Not in the labour force,Proportions,16.3, 2.3,
2016,Self-rated general health status,Excellent,Highest qualification,No qualification,Proportions,12.6, 2.5,
2016,Self-rated general health status,Excellent,Highest qualification,Level 1-4 certificate,Proportions,18.9, 1.6,
2016,Self-rated general health status,Excellent,Highest qualification,Level 5-6 diploma,Proportions,19.3, 3.2,
2016,Self-rated general health status,Excellent,Highest qualification,Level 7 and above,Proportions,23.9, 2.5,
2016,Self-rated general health status,Excellent,Household income,"$30,000 or less",Proportions,12.3, 2.0,
2016,Self-rated general health status,Excellent,Household income,"$30,001-$70,000",Proportions,16.7, 1.9,
2016,Self-rated general health status,Excellent,Household income,"$70,001-$100,000",Proportions,19.3, 2.3,
2016,Self-rated general health status,Excellent,Household income,"$100,001-$150,000",Proportions,21.1, 2.6,
2016,Self-rated general health status,Excellent,Household income,"$150,001 or more",Proportions,23.4, 2.6,
2016,Self-rated general health status,Excellent,Personal income,"$30,000 or less",Proportions,17.2, 1.8,
2016,Self-rated general health status,Excellent,Personal income,"$30,001-$70,000",Proportions,19.8, 1.7,
2016,Self-rated general health status,Excellent,Personal income,"$70,001 or more",Proportions,22.4, 2.3,
2016,Self-rated general health status,Excellent,Housing tenure,Owner-occupied,Proportions,19.2, 1.4,
2016,Self-rated general health status,Excellent,Housing tenure,Not owner-occupied,Proportions,18.8, 2.0,
2016,Self-rated general health status,Excellent,Family type,Couple without child(ren),Proportions,17.2, 1.8,
2016,Self-rated general health status,Excellent,Family type,Couple with child(ren),Proportions,21.2, 2.0,
2016,Self-rated general health status,Excellent,Family type,One parent with child(ren),Proportions,20.3, 3.4,
2016,Self-rated general health status,Excellent,Family type,Not in a family nucleus,Proportions,16.7, 1.9,
2016,Self-rated general health status,Excellent,Migrant status,Born in NZ,Proportions,18.1, 1.3,
2016,Self-rated general health status,Excellent,Migrant status,Long-term migrant,Proportions,19.9, 2.5,
2016,Self-rated general health status,Excellent,Migrant status,Recent migrant,Proportions,27.6, 6.0,
2016,Self-rated general health status,Excellent,Ethnicity,European,Proportions,18.3, 1.2,
2016,Self-rated general health status,Excellent,Ethnicity,Māori,Proportions,15.5, 2.7,
2016,Self-rated general health status,Excellent,Ethnicity,Pacific peoples,Proportions,22.1, 5.2,
2016,Self-rated general health status,Excellent,Ethnicity,Asian,Proportions,25.1, 3.6,
2016,Self-rated general health status,Excellent,Region,Northland,Proportions,15.8, 5.3,*
2016,Self-rated general health status,Excellent,Region,Auckland,Proportions,21.7, 2.3,
2016,Self-rated general health status,Excellent,Region,Waikato,Proportions,16.1, 3.0,
2016,Self-rated general health status,Excellent,Region,Bay of Plenty,Proportions,18.8, 4.0,
2016,Self-rated general health status,Excellent,Region,Gisborne/Hawke's Bay,Proportions,19.1, 3.2,
2016,Self-rated general health status,Excellent,Region,Taranaki,Proportions,17.6, 4.7,
2016,Self-rated general health status,Excellent,Region,Manawatū-Whanganui,Proportions,18.1, 4.3,
2016,Self-rated general health status,Excellent,Region,Wellington,Proportions,19.7, 3.1,
2016,Self-rated general health status,Excellent,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,11.4, 3.7,*
2016,Self-rated general health status,Excellent,Region,Canterbury,Proportions,18.7, 3.5,
2016,Self-rated general health status,Excellent,Region,Otago,Proportions,16.4, 4.4,
2016,Self-rated general health status,Excellent,Region,Southland,Proportions,18.7, 7.8,*
2018,Self-rated general health status,Excellent,Total population,Total population,Proportions,16.5, 1.0,
2018,Self-rated general health status,Excellent,Life stage (years),15-24 years,Proportions,22.4, 3.7,
2018,Self-rated general health status,Excellent,Life stage (years),25-44 years,Proportions,18.0, 1.9,
2018,Self-rated general health status,Excellent,Life stage (years),45-64 years,Proportions,15.3, 1.6,
2018,Self-rated general health status,Excellent,Life stage (years),65 years and over,Proportions,10.5, 1.8,
2018,Self-rated general health status,Excellent,Age group (years),15-24 years,Proportions,22.4, 3.7,
2018,Self-rated general health status,Excellent,Age group (years),25-34 years,Proportions,19.2, 2.6,
2018,Self-rated general health status,Excellent,Age group (years),35-44 years,Proportions,16.5, 2.7,
2018,Self-rated general health status,Excellent,Age group (years),45-54 years,Proportions,16.8, 2.5,
2018,Self-rated general health status,Excellent,Age group (years),55-64 years,Proportions,13.7, 2.4,
2018,Self-rated general health status,Excellent,Age group (years),65-74 years,Proportions,11.6, 2.3,
2018,Self-rated general health status,Excellent,Age group (years),75 years and over,Proportions, 8.9, 2.5,
2018,Self-rated general health status,Excellent,Sex,Male,Proportions,17.4, 1.4,
2018,Self-rated general health status,Excellent,Sex,Female,Proportions,15.6, 1.3,
2018,Self-rated general health status,Excellent,Labour force status,Employed,Proportions,18.6, 1.3,
2018,Self-rated general health status,Excellent,Labour force status,Unemployed,Proportions,14.6, 5.2,*
2018,Self-rated general health status,Excellent,Labour force status,Not in the labour force,Proportions,11.7, 1.8,
2018,Self-rated general health status,Excellent,Highest qualification,No qualification,Proportions,11.0, 2.4,
2018,Self-rated general health status,Excellent,Highest qualification,Level 1-4 certificate,Proportions,15.6, 1.6,
2018,Self-rated general health status,Excellent,Highest qualification,Level 5-6 diploma,Proportions,17.5, 3.1,
2018,Self-rated general health status,Excellent,Highest qualification,Level 7 and above,Proportions,20.7, 2.3,
2018,Self-rated general health status,Excellent,Household income,"$30,000 or less",Proportions,11.8, 2.0,
2018,Self-rated general health status,Excellent,Household income,"$30,001-$70,000",Proportions,13.0, 1.6,
2018,Self-rated general health status,Excellent,Household income,"$70,001-$100,000",Proportions,13.9, 2.1,
2018,Self-rated general health status,Excellent,Household income,"$100,001-$150,000",Proportions,16.9, 2.1,
2018,Self-rated general health status,Excellent,Household income,"$150,001 or more",Proportions,23.2, 2.5,
2018,Self-rated general health status,Excellent,Personal income,"$30,000 or less",Proportions,15.4, 1.5,
2018,Self-rated general health status,Excellent,Personal income,"$30,001-$70,000",Proportions,15.9, 1.5,
2018,Self-rated general health status,Excellent,Personal income,"$70,001 or more",Proportions,20.1, 2.2,
2018,Self-rated general health status,Excellent,Housing tenure,Owner-occupied,Proportions,16.9, 1.2,
2018,Self-rated general health status,Excellent,Housing tenure,Not owner-occupied,Proportions,15.6, 1.6,
2018,Self-rated general health status,Excellent,Family type,Couple without child(ren),Proportions,15.1, 1.7,
2018,Self-rated general health status,Excellent,Family type,Couple with child(ren),Proportions,18.2, 1.9,
2018,Self-rated general health status,Excellent,Family type,One parent with child(ren),Proportions,13.7, 2.4,
2018,Self-rated general health status,Excellent,Family type,Not in a family nucleus,Proportions,16.3, 2.0,
2018,Self-rated general health status,Excellent,Migrant status,Born in NZ,Proportions,15.5, 1.2,
2018,Self-rated general health status,Excellent,Migrant status,Long-term migrant,Proportions,15.6, 2.4,
2018,Self-rated general health status,Excellent,Migrant status,Recent migrant,Proportions,31.4, 6.1,
2018,Self-rated general health status,Excellent,Ethnicity,European,Proportions,16.6, 1.3,
2018,Self-rated general health status,Excellent,Ethnicity,Māori,Proportions, 9.1, 2.1,
2018,Self-rated general health status,Excellent,Ethnicity,Pacific peoples,Proportions,14.8, 4.0,
2018,Self-rated general health status,Excellent,Ethnicity,Asian,Proportions,19.7, 2.9,
2018,Self-rated general health status,Excellent,Region,Northland,Proportions, 9.7, 3.8,*
2018,Self-rated general health status,Excellent,Region,Auckland,Proportions,18.2, 1.6,
2018,Self-rated general health status,Excellent,Region,Waikato,Proportions,16.3, 3.8,
2018,Self-rated general health status,Excellent,Region,Bay of Plenty,Proportions,14.6, 4.3,
2018,Self-rated general health status,Excellent,Region,Gisborne/Hawke's Bay,Proportions,12.5, 3.1,
2018,Self-rated general health status,Excellent,Region,Taranaki,Proportions,15.7, 6.0,*
2018,Self-rated general health status,Excellent,Region,Manawatū-Whanganui,Proportions,14.8, 3.6,
2018,Self-rated general health status,Excellent,Region,Wellington,Proportions,16.0, 3.3,
2018,Self-rated general health status,Excellent,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,13.9, 5.4,*
2018,Self-rated general health status,Excellent,Region,Canterbury,Proportions,17.6, 2.9,
2018,Self-rated general health status,Excellent,Region,Otago,Proportions,19.7, 5.8,
2018,Self-rated general health status,Excellent,Region,Southland,Proportions,12.7, 4.6,*
2014,Experience of discrimination in last 12 months,Experienced discrimination,Total population,Total population,Proportions,17.1, 1.0,
2014,Experience of discrimination in last 12 months,Experienced discrimination,Life stage (years),15-24 years,Proportions,20.7, 3.1,
2014,Experience of discrimination in last 12 months,Experienced discrimination,Life stage (years),25-44 years,Proportions,20.2, 1.7,
2014,Experience of discrimination in last 12 months,Experienced discrimination,Life stage (years),45-64 years,Proportions,17.1, 1.8,
2014,Experience of discrimination in last 12 months,Experienced discrimination,Life stage (years),65 years and over,Proportions, 7.8, 2.0,
2014,Experience of discrimination in last 12 months,Experienced discrimination,Age group (years),15-24 years,Proportions,20.7, 3.1,
2014,Experience of discrimination in last 12 months,Experienced discrimination,Age group (years),25-34 years,Proportions,21.5, 2.5,
2014,Experience of discrimination in last 12 months,Experienced discrimination,Age group (years),35-44 years,Proportions,18.8, 2.5,
2014,Experience of discrimination in last 12 months,Experienced discrimination,Age group (years),45-54 years,Proportions,19.0, 2.6,
2014,Experience of discrimination in last 12 months,Experienced discrimination,Age group (years),55-64 years,Proportions,14.7, 2.4,
2014,Experience of discrimination in last 12 months,Experienced discrimination,Age group (years),65-74 years,Proportions, 9.1, 2.3,
2014,Experience of discrimination in last 12 months,Experienced discrimination,Age group (years),75 years and over,Proportions, 6.0, 2.7,*
